time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-12 00:00:00+00:00,6,4,1.0,1.0
2021-11-13 00:00:00+00:00,2,2,31.0,1.0
2021-11-15 00:00:00+00:00,7,5,2.0,1.0
2021-11-16 00:00:00+00:00,1,1,,
2021-11-19 00:00:00+00:00,16,12,,
2021-11-22 00:00:00+00:00,1,1,,
2021-11-25 00:00:00+00:00,1,1,,
