time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-19 00:00:00+00:00,2.0,2.0,,
2021-12-22 00:00:00+00:00,2.0,2.0,,
2021-12-24 00:00:00+00:00,,,31.0,2.0
2021-12-25 00:00:00+00:00,2.0,2.0,3.0,1.0
2021-12-28 00:00:00+00:00,3.0,3.0,,
