time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-31 00:00:00+00:00,5.0,5.0,,
2021-11-01 00:00:00+00:00,4.0,4.0,,
2021-11-04 00:00:00+00:00,1.0,1.0,,
2021-11-06 00:00:00+00:00,1.0,1.0,,
2021-11-07 00:00:00+00:00,2.0,2.0,,
2021-11-08 00:00:00+00:00,,,2.0,1.0
2021-11-10 00:00:00+00:00,2.0,2.0,,
2021-11-12 00:00:00+00:00,6.0,4.0,1.0,1.0
2021-11-13 00:00:00+00:00,,,31.0,1.0
