url_path,views_total,views_unique
/Olliroxx/surviv.py,3,2
/Olliroxx/surviv.py/commit/df7fb7e666741d18c8b9a056a657c9145d1fe53e,1,1
/Olliroxx/surviv.py/commits/master,1,1
