time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-28 00:00:00+00:00,3.0,3.0,,
2021-11-29 00:00:00+00:00,,,1.0,1.0
2021-12-01 00:00:00+00:00,2.0,2.0,,
2021-12-04 00:00:00+00:00,3.0,3.0,,
2021-12-07 00:00:00+00:00,1.0,1.0,,
