time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-13 00:00:00+00:00,1,1,,
2021-10-16 00:00:00+00:00,4,4,,
2021-10-19 00:00:00+00:00,2,2,,
2021-10-21 00:00:00+00:00,1,1,,
2021-10-22 00:00:00+00:00,2,2,,
2021-10-23 00:00:00+00:00,7,7,,
2021-10-24 00:00:00+00:00,2,2,,
2021-10-25 00:00:00+00:00,2,2,,
