time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-01 00:00:00+00:00,2,2,,
2021-12-04 00:00:00+00:00,3,3,,
2021-12-07 00:00:00+00:00,1,1,,
2021-12-10 00:00:00+00:00,2,2,,
