time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-07-13 00:00:00+00:00,8.0,8.0,11,2
2021-07-15 00:00:00+00:00,3.0,3.0,5,2
2021-07-16 00:00:00+00:00,11.0,9.0,2,1
2021-07-17 00:00:00+00:00,3.0,3.0,4,3
2021-07-18 00:00:00+00:00,,,16,2
2021-07-19 00:00:00+00:00,,,2,1
2021-07-20 00:00:00+00:00,,,3,1
2021-07-21 00:00:00+00:00,42.0,28.0,8,3
2021-07-22 00:00:00+00:00,1.0,1.0,7,1
