time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-06 00:00:00+00:00,1.0,1.0,,
2021-11-07 00:00:00+00:00,2.0,2.0,,
2021-11-08 00:00:00+00:00,,,2.0,1.0
2021-11-10 00:00:00+00:00,2.0,2.0,,
2021-11-12 00:00:00+00:00,6.0,4.0,1.0,1.0
2021-11-13 00:00:00+00:00,2.0,2.0,31.0,1.0
2021-11-15 00:00:00+00:00,7.0,5.0,2.0,1.0
2021-11-16 00:00:00+00:00,1.0,1.0,,
2021-11-19 00:00:00+00:00,13.0,9.0,,
